,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
11722,11723,7,2574,2017-07-23,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
11723,11724,53,2355,2017-02-27,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40779
11724,11725,15,3432,2017-07-18,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34244
11725,11726,5,3394,2017-03-02,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
11726,11727,69,1215,2017-04-05,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
11727,11728,67,3048,2017-12-26,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
11728,11729,54,1548,2017-11-23,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35707
11729,11730,46,1135,2017-04-06,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41009
11730,11731,89,917,2017-02-14,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
11731,11732,96,2717,2017-11-16,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
11732,11733,3,1438,2017-04-24,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549
11733,11734,58,2998,2017-10-25,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823
11734,11735,84,1624,2017-10-23,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
11735,11736,26,2872,2017-07-20,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696
11736,11737,23,3121,2017-11-06,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
11737,11738,37,1668,2017-06-24,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
11738,11739,0,2805,2017-12-27,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
11739,11740,77,2233,2017-10-22,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455
11740,11741,49,248,2017-05-05,True,Cancelled,Trek Bicycles,Road,medium,medium,533.51,400.13,41009
11741,11742,99,1598,2017-06-08,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
11742,11743,53,1158,2017-09-21,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915
11743,11744,71,2230,2017-06-22,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
11744,11745,62,120,2017-08-23,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35160
11745,11746,31,421,2017-11-04,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527
11746,11747,89,2455,2017-05-07,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
11747,11748,64,2703,2017-09-20,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,34996
11748,11749,98,2534,2017-11-15,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364
11749,11750,72,2804,2017-10-28,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873
11750,11751,28,27,2017-08-09,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696
11751,11752,85,3247,2017-11-16,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
11752,11753,4,804,2017-11-19,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,40487
11753,11754,44,3105,2017-12-20,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
11754,11755,40,1332,2017-11-29,,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34071
11755,11756,38,1646,2017-08-05,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336
11756,11757,53,2909,2017-01-08,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
11757,11758,0,3390,2017-12-12,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
11758,11759,15,3237,2017-07-07,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
11759,11760,67,2676,2017-02-08,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42105
11760,11761,70,3197,2017-11-05,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
11761,11762,80,590,2017-03-30,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533
11762,11763,23,1751,2017-11-16,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
11763,11764,34,2234,2017-11-03,True,Cancelled,Norco Bicycles,Road,high,large,774.53,464.72,37698
11764,11765,6,25,2017-03-08,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258
11765,11766,36,2554,2017-07-20,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
11766,11767,93,3476,2017-11-10,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
11767,11768,63,152,2017-07-25,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
11768,11769,42,1771,2017-11-21,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39427
11769,11770,30,2504,2017-09-28,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552
11770,11771,74,261,2017-08-21,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
11771,11772,70,1690,2017-02-05,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193
11772,11773,58,2796,2017-01-11,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
11773,11774,41,3433,2017-01-30,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560
11774,11775,64,640,2017-07-27,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40410
11775,11776,16,961,2017-02-04,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888
11776,11777,39,425,2017-04-30,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,35560
11777,11778,64,1254,2017-03-27,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42710
11778,11779,58,1100,2017-02-01,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
11779,11780,30,2437,2017-03-01,False,Approved,Solex,Standard,high,medium,748.17,448.9,41922
11780,11781,3,1876,2017-05-09,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009
11781,11782,35,2882,2017-03-11,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
11782,11783,72,1951,2017-02-03,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
11783,11784,55,3,2017-04-21,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,41701
11784,11785,84,3319,2017-05-21,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667
11785,11786,70,3154,2017-06-15,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,41922
11786,11787,79,3043,2017-02-07,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455
11787,11788,33,15,2017-06-07,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
11788,11789,20,33,2017-09-28,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165
11789,11790,95,3148,2017-10-01,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38206
11790,11791,12,3148,2017-04-03,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218
11791,11792,94,3264,2017-12-07,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,33364
11792,11793,86,1234,2017-04-25,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
11793,11794,28,564,2017-10-02,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
11794,11795,33,877,2017-12-13,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,34527
11795,11796,69,1665,2017-03-29,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
11796,11797,66,1129,2017-09-10,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
11797,11798,4,1091,2017-02-26,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
11798,11799,77,1885,2017-11-17,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
11799,11800,98,1243,2017-02-15,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
11800,11801,30,1125,2017-07-23,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552
11801,11802,52,185,2017-08-16,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823
11802,11803,0,1691,2017-01-20,True,Approved,Solex,Standard,medium,medium,100.35,75.26,37539
11803,11804,48,201,2017-01-04,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064
11804,11805,3,3443,2017-05-14,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549
11805,11806,24,242,2017-08-04,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670
11806,11807,49,2072,2017-12-22,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
11807,11808,78,944,2017-04-04,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
11808,11809,22,1241,2017-08-24,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552
11809,11810,74,2852,2017-12-05,True,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
11810,11811,26,840,2017-02-04,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888
11811,11812,38,2862,2017-01-03,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
11812,11813,40,1313,2017-12-05,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
11813,11814,66,978,2017-03-08,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
11814,11815,38,1702,2017-11-15,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
11815,11816,36,1552,2017-04-05,False,Approved,Solex,Standard,low,medium,945.04,507.58,38750
11816,11817,83,1517,2017-08-15,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
11817,11818,15,3445,2017-09-02,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880
11818,11819,20,155,2017-12-22,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
11819,11820,37,2428,2017-10-02,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672
11820,11821,1,3372,2017-06-29,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
11821,11822,28,991,2017-06-28,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37337
11822,11823,67,2280,2017-03-27,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
11823,11824,90,797,2017-02-18,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
11824,11825,3,44,2017-04-17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701
11825,11826,1,878,2017-07-21,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
11826,11827,67,3208,2017-09-21,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
11827,11828,36,1574,2017-09-09,False,Approved,Solex,Standard,low,medium,945.04,507.58,36498
11828,11829,27,2315,2017-05-20,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
11829,11830,81,1831,2017-03-16,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
11830,11831,54,842,2017-05-13,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
11831,11832,49,588,2017-12-11,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
11832,11833,64,1815,2017-06-18,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
11833,11834,0,96,2017-09-05,True,Approved,,,,,1091.51,,0
11834,11835,99,504,2017-05-22,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470
11835,11836,81,1870,2017-10-06,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
11836,11837,84,2646,2017-09-02,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
11837,11838,97,825,2017-11-10,False,Approved,Solex,Standard,medium,large,202.62,151.96,33364
11838,11839,9,13,2017-08-02,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527
11839,11840,95,2685,2017-11-16,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
11840,11841,83,590,2017-01-09,False,Approved,Solex,Touring,medium,large,2083.94,675.03,42218
11841,11842,12,1875,2017-03-23,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
11842,11843,0,2034,2017-05-22,False,Approved,,,,,695.23,,0
11843,11844,38,771,2017-07-20,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
11844,11845,67,652,2017-06-10,False,Approved,Solex,Standard,medium,large,1071.23,380.74,33455
11845,11846,51,1557,2017-09-14,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
11846,11847,23,2834,2017-10-25,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
11847,11848,40,1131,2017-11-07,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
11848,11849,54,549,2017-11-20,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35667
11849,11850,16,3036,2017-05-18,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40670
11850,11851,49,2877,2017-09-08,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
11851,11852,9,2951,2017-10-06,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
11852,11853,69,2237,2017-06-13,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,40553
11853,11854,36,90,2017-03-26,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052
11854,11855,30,1369,2017-07-05,False,Approved,Solex,Standard,high,medium,748.17,448.9,36361
11855,11856,66,3090,2017-02-12,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
11856,11857,5,1817,2017-06-20,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
11857,11858,3,853,2017-05-20,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38647
11858,11859,88,2988,2017-05-21,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874
11859,11860,38,1028,2017-06-20,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259
11860,11861,93,1367,2017-10-12,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
11861,11862,76,867,2017-01-31,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
11862,11863,74,623,2017-09-28,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
11863,11864,88,1643,2017-06-18,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
11864,11865,0,2476,2017-04-12,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
11865,11866,13,171,2017-06-19,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42295
11866,11867,4,271,2017-04-22,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
11867,11868,45,2815,2017-12-03,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
11868,11869,55,2016,2017-06-14,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779
11869,11870,96,3123,2017-02-07,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
11870,11871,36,1957,2017-06-19,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052
11871,11872,53,2379,2017-06-29,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707
11872,11873,4,51,2017-11-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
11873,11874,1,2095,2017-04-22,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
11874,11875,23,859,2017-04-02,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334
11875,11876,18,2297,2017-02-06,True,Approved,Solex,Standard,medium,medium,575.27,431.45,34165
11876,11877,29,1229,2017-03-11,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698
11877,11878,48,1842,2017-05-03,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
11878,11879,70,1743,2017-07-09,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42710
11879,11880,18,3322,2017-07-29,False,Approved,Solex,Standard,medium,medium,575.27,431.45,39880
11880,11881,1,1680,2017-01-15,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
11881,11882,0,1724,2017-05-31,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527
11882,11883,99,1989,2017-01-25,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668
11883,11884,31,905,2017-07-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
11884,11885,0,548,2017-01-11,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455
11885,11886,53,1430,2017-09-13,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707
11886,11887,26,2684,2017-10-03,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,39031
11887,11888,77,2601,2017-11-06,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
11888,11889,40,1252,2017-12-21,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33455
11889,11890,74,1627,2017-05-17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
11890,11891,90,468,2017-01-17,True,Approved,Solex,Standard,low,medium,945.04,507.58,36498
11891,11892,46,1704,2017-09-02,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
11892,11893,55,69,2017-04-22,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
11893,11894,47,3212,2017-07-11,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37838
11894,11895,38,438,2017-07-11,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
11895,11896,49,610,2017-04-10,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
11896,11897,28,1908,2017-03-22,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38216
11897,11898,9,2260,2017-05-28,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
11898,11899,49,1864,2017-01-14,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
11899,11900,39,2869,2017-09-05,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
11900,11901,55,1093,2017-03-19,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
11901,11902,51,580,2017-06-11,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37220
11902,11903,59,2315,2017-05-29,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
11903,11904,34,3116,2017-04-06,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
11904,11905,23,237,2017-12-04,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833
11905,11906,18,1155,2017-07-02,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
11906,11907,100,1259,2017-01-13,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
11907,11908,74,1435,2017-04-08,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922
11908,11909,46,312,2017-12-02,True,Approved,Solex,Standard,low,medium,1289.85,74.51,35470
11909,11910,49,2768,2017-01-22,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
11910,11911,53,3297,2017-01-14,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
11911,11912,85,1285,2017-07-19,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35667
11912,11913,20,3343,2017-05-02,,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165
11913,11914,4,1475,2017-11-12,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,35052
11914,11915,27,87,2017-01-25,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
11915,11916,86,104,2017-06-17,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367
11916,11917,60,684,2017-05-03,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
11917,11918,47,835,2017-03-30,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009
11918,11919,37,1258,2017-02-13,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
11919,11920,17,587,2017-10-26,False,Approved,Solex,Standard,high,medium,1024.66,614.8,41345
11920,11921,63,2574,2017-02-05,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
11921,11922,10,18,2017-06-24,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
11922,11923,41,2095,2017-02-21,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560
11923,11924,41,2464,2017-12-24,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560
11924,11925,41,1621,2017-10-09,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560
11925,11926,36,66,2017-06-26,False,Cancelled,Solex,Standard,low,medium,1289.85,74.51,39427
11926,11927,9,1405,2017-04-22,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698
11927,11928,62,3415,2017-09-19,True,Approved,Solex,Standard,high,medium,1024.66,614.8,40670
11928,11929,64,2117,2017-01-20,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
11929,11930,65,2779,2017-12-19,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499
11930,11931,43,936,2017-08-07,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
11931,11932,25,2552,2017-03-05,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888
11932,11933,53,1367,2017-04-26,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
11933,11934,19,2029,2017-11-11,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
11934,11935,0,2926,2017-07-31,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
11935,11936,85,1554,2017-08-06,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334
11936,11937,100,2063,2017-06-30,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
11937,11938,18,889,2017-04-02,False,Approved,Solex,Standard,medium,medium,575.27,431.45,35160
11938,11939,63,2374,2017-02-11,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
11939,11940,18,1646,2017-11-25,True,Approved,Solex,Standard,medium,medium,575.27,431.45,39880
11940,11941,7,2414,2017-03-08,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216
11941,11942,52,1742,2017-10-22,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670
11942,11943,77,2732,2017-05-26,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
11943,11944,83,1661,2017-02-20,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
11944,11945,90,1659,2017-05-15,True,Approved,Solex,Standard,low,medium,945.04,507.58,40672
11945,11946,79,2489,2017-03-23,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
11946,11947,49,738,2017-10-22,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,39915
11947,11948,9,1443,2017-08-02,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586
11948,11949,99,2885,2017-08-20,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364
11949,11950,24,2489,2017-01-16,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670
11950,11951,36,72,2017-11-10,True,Approved,Solex,Standard,low,medium,945.04,507.58,40618
11951,11952,82,3143,2017-05-01,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
11952,11953,84,3232,2017-04-20,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667
11953,11954,64,3310,2017-06-24,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410
11954,11955,0,407,2017-03-20,False,Approved,Solex,Standard,medium,medium,71.49,53.62,40649
11955,11956,84,1250,2017-05-07,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
11956,11957,0,1600,2017-10-12,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
11957,11958,15,1533,2017-04-26,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
11958,11959,27,410,2017-08-15,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698
11959,11960,81,3299,2017-07-17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533
11960,11961,87,2922,2017-10-24,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,41434
11961,11962,5,1388,2017-12-11,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
11962,11963,71,1183,2017-07-10,False,Approved,Solex,Standard,high,large,1842.92,1105.75,41434
11963,11964,57,3298,2017-06-01,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146
11964,11965,87,992,2017-09-26,,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833
11965,11966,57,399,2017-07-25,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,41047
11966,11967,79,2541,2017-02-14,False,Approved,Solex,Touring,medium,large,2083.94,675.03,38482
11967,11968,36,1498,2017-11-18,False,Approved,Solex,Standard,low,medium,945.04,507.58,40336
11968,11969,17,1884,2017-12-06,True,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
11969,11970,15,3144,2017-10-27,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35378
11970,11971,58,215,2017-06-16,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915
11971,11972,58,3039,2017-10-11,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
11972,11973,80,1925,2017-12-18,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145
11973,11974,3,2652,2017-11-04,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,39298
11974,11975,1,1000,2017-07-15,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
11975,11976,79,1036,2017-07-21,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533
11976,11977,79,2545,2017-09-04,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42218
11977,11978,38,1110,2017-04-13,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34996
11978,11979,55,2101,2017-11-21,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,41701
11979,11980,70,2140,2017-09-06,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
11980,11981,52,632,2017-11-19,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35455
11981,11982,5,3311,2017-07-24,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659
11982,11983,56,2842,2017-11-21,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
11983,11984,79,3015,2017-07-11,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
11984,11985,21,1223,2017-07-25,,Approved,Solex,Standard,medium,large,1071.23,380.74,40670
11985,11986,46,361,2017-02-20,True,Approved,Solex,Standard,low,medium,1289.85,74.51,37220
11986,11987,85,1967,2017-01-19,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079
11987,11988,38,1406,2017-07-21,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549
11988,11989,0,101,2017-07-26,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
11989,11990,40,1686,2017-10-13,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672
